index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
6212,Maruti Vitara Brezza ZDi,6,890000,9000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,36625
6217,Toyota Land Cruiser Prado VX L,11,3500000,60000,Diesel,Individual,Automatic,First Owner,11.0,2982.0,170.3,7.0,318181
6218,Honda City i DTEC VX,11,750000,80000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0,29880
6219,Chevrolet Tavera Neo LS B3 - 10 seats BSIII,14,350000,120000,Diesel,Individual,Manual,Second Owner,12.2,2499.0,80.0,10.0,28688
6220,Honda Civic ZX,6,2000000,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799.0,139.46,5.0,121212
6221,Hyundai EON 1.0 Era Plus,8,270000,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,13300
6222,Maruti Ertiga BSIV VXI,8,700000,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,40000
6223,Maruti Alto LXi,15,130000,28000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,6598
6224,Maruti Ertiga ZDI,10,650000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,31295
6225,Maruti Alto LX,20,55000,39000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,2791
6226,Maruti Wagon R AMT VXI Plus,8,475000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,23159
6227,Nissan Sunny Diesel XL,12,325000,50000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,15018
6228,Honda Jazz 1.2 V AT i VTEC Privilege,8,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0,32368
6229,Hyundai Grand i10 Sportz,10,390000,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,20634
6230,Maruti Swift AMT ZXI Plus BSIV,6,650000,15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,29545
6231,Maruti Swift VXI Optional,10,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,21568
6232,Honda City i DTEC V,11,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,23076
6233,Chevrolet Spark 1.0 LT,13,170000,80000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5.0,10493
6234,Mahindra Bolero 2011-2019 DI - AC BS III,12,499000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,31265
6238,Toyota Innova 2.5 VX (Diesel) 7 Seater,10,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,100076
6239,Hyundai Verna 1.6 CRDi S,9,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,33472
6240,Maruti Swift VXI,5,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,28288
6241,Honda Brio 1.2 E MT,8,400000,50000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0,21621
6242,Maruti Swift Dzire VDI,8,700000,65000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,26325
6243,Maruti Baleno Alpha 1.3,8,800000,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,29207
6244,Honda Jazz 1.5 V i DTEC,10,600000,90000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,21978
6245,Maruti Swift VDI BSIV,9,580000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23015
6246,Renault KWID RXT,9,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13905
6247,Ford Figo Diesel ZXI,14,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,10249
6248,Mahindra XUV500 W10 2WD,8,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,84375
6249,Hyundai i20 Asta 1.4 CRDi (Diesel),16,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,13478
6250,Toyota Innova 2.5 V Diesel 7-seater,14,700000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,54687
6251,Ford Figo 1.5D Titanium Opt MT,9,459999,69000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,17808
6252,Maruti Ciaz ZDi Plus SHVS,8,860000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,30615
6253,Hyundai i10 LPG,13,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086.0,68.1,5.0,14473
6254,Renault KWID RXT Optional,9,390000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,15494
6256,Maruti Alto LX BSIII,20,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5.0,5583
6260,Hyundai Xcent 1.1 CRDi SX Option,7,665000,40142,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,27254
6261,Hyundai i20 1.2 Asta,6,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,38763
6262,Mahindra KUV 100 D75 K6 Plus 5Str,9,390000,62000,Diesel,Dealer,Manual,First Owner,25.32,1198.0,77.0,5.0,15402
6264,Mahindra Thar CRDe,6,975000,12584,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6.0,58912
6267,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,6,685000,4300,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.86,5.0,36827
6268,Maruti Swift VXI,6,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,28052
6269,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,7,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0,39130
6270,Maruti Ertiga ZDI Plus,7,950000,48500,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,37298
6272,Hyundai i20 2015-2017 Magna 1.2,8,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,30645
6273,Hyundai i20 Asta 1.2,7,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,37634
6274,Maruti Vitara Brezza ZDi,7,910000,36500,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,37448
6275,Maruti Swift Dzire VDI Optional,7,751000,44885,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,28243
6277,Tata Indica Vista Terra 1.4 TDI,16,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,7941
6283,Hyundai Creta 1.6 SX Diesel,8,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582.0,126.2,5.0,47560
6284,Maruti Ertiga SHVS VDI,6,925000,50000,Diesel,Dealer,Manual,First Owner,24.52,1248.0,88.5,7.0,37724
6285,Maruti Ertiga ZDI,9,725000,66000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.8,7.0,34906
6286,Maruti Ertiga VDI,12,550000,65000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.76,7.0,26480
6287,Hyundai i20 Diesel Asta Option,11,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0,24401
6288,Toyota Innova 2.5 V Diesel 7-seater,12,750000,95000,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,7.0,58593
6289,Honda City 1.5 V MT,12,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,118.0,5.0,27941
6290,Datsun GO Plus T,8,325000,65000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,7.0,17087
6291,Maruti Ertiga VDI,8,725000,76000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,28464
6292,Maruti Ertiga VXI,7,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373.0,93.7,7.0,48377
6293,Maruti Swift Dzire VDI,8,625000,70000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,26709
6294,Hyundai Santro GLS I - Euro II,16,195000,56000,Petrol,Dealer,Manual,Second Owner,19.41878335651954,,0.0,,10041
6295,Maruti Swift ZDi,11,470000,89000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5.0,20524
6296,Toyota Innova Crysta 2.4 VX MT,8,1750000,98000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,127923
6297,Toyota Innova Crysta 2.4 VX MT,9,1650000,90000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,120614
6299,Maruti Swift VDI,12,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,16593
6300,Maruti Swift Dzire VDI,8,650000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,24445
6301,Hyundai EON Era Plus,9,275000,49200,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,13033
6302,Honda Civic 1.8 V MT,16,220000,125000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5.0,16296
6303,Hyundai i10 Era,17,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,10095
6304,Maruti Eeco 5 Seater AC BSIV,10,315000,120000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5.0,20494
6305,Maruti Alto LXI,21,90000,110000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,4568
6306,Maruti Wagon R LXI Minor,18,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,6349
6307,Maruti Wagon R LXI,19,90000,168000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,4761
6308,Mahindra XUV500 W10 2WD,7,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,93750
6309,Hyundai Grand i10 CRDi Sportz,10,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,15416
6310,Maruti Swift VDI BSIV,9,595000,131111,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23611
6311,Mahindra Renault Logan 1.5 DLE Diesel,18,150000,120000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5.0,7812
6312,Maruti Swift Dzire VDi,13,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,20725
6313,Maruti Alto K10 VXI Airbag,9,310000,23400,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.1,5.0,12943
6314,Maruti Celerio VXI MT BSIV,7,385000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,16666
6315,Maruti Swift 1.3 LXI,20,105000,158107,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,5407
6316,Mahindra XUV500 W8 2WD,11,750000,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,49668
6317,Hyundai Santro Sportz AMT BSIV,6,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,25665
6318,Tata Manza Aqua Quadrajet BS IV,15,180000,80000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,8522
6319,Ford Fiesta EXi 1.4 TDCi Ltd,14,220000,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12359
6320,Maruti 800 AC,27,40000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,2484
6321,Hyundai Grand i10 1.2 Kappa Magna BSIV,7,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,28571
6322,Maruti Alto LXi BSIII,18,140000,35000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,7106
6323,Maruti Zen VXI,22,200000,121000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,11560
6324,Ford EcoSport 1.5 TDCi Titanium BSIV,10,650000,110000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,5.0,28546
6325,Ford Fiesta 1.4 SXi TDCi ABS,15,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12921
6326,Maruti Swift Vdi BSIII,15,305000,175000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,17134
6328,Ford Fiesta 1.4 ZXi TDCi LE,17,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,11235
6329,Ford Fiesta 1.4 ZXi TDCi ABS,17,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,11235
6330,Mahindra Xylo D2 BS IV,15,465000,77088,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,33214
6331,Nissan Micra Diesel XV,14,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,5.0,9098
6332,Mahindra Bolero 2011-2019 SLX,9,570000,136511,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,35714
6333,Maruti Ertiga ZXI,10,570000,80000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,35580
6334,Maruti Ertiga ZXI,10,650000,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,40574
6335,Maruti Swift Dzire ZXI,9,620000,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,29736
6336,Maruti Wagon R VXI BS IV,13,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,13227
6337,BMW X1 sDrive20d,14,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05,1995.0,184.0,5.0,58651
6338,Maruti Wagon R Duo Lxi,13,300000,60000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0,11450
6339,Fiat Grande Punto 1.3 Emotion (Diesel),12,300000,82500,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0,14778
6340,Ford EcoSport 1.5 Diesel Titanium BSIV,7,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498.0,98.96,5.0,35217
6341,Chevrolet Cruze LTZ,14,270000,100000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,14754
6342,Maruti Swift Dzire LDI Optional,10,470000,70000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,17675
6343,Tata Zest Quadrajet 1.3 XT,8,400000,85000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5.0,19370
6344,Maruti Wagon R Stingray VXI,11,300000,60000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,14627
6345,Maruti Alto 800 Base,10,170000,20000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,7475
6346,Renault Duster 110PS Diesel RXZ Optional with Nav,11,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,23987
6347,Mahindra Xylo D2,16,121000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,9307
6348,Hyundai Santro LS zipPlus,23,35000,75000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,1802
6349,Maruti Swift 1.3 LXI,20,85000,100000,Petrol,Individual,Manual,First Owner,19.41878335651954,,0.0,,4377
6350,Maruti Vitara Brezza VDi Option,9,650000,80000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,26748
6351,Tata Bolt Revotron XE,8,350000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,19920
6352,Chevrolet Beat Diesel,12,125000,139000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,4913
6353,Maruti Alto AX,20,80000,90000,Petrol,Individual,Automatic,Second Owner,19.7,796.0,46.3,5.0,4060
6354,Maruti Omni E 8 Str STD,16,120000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,,0.0,,6179
6355,Honda City 2017-2020 GXi,17,250000,100000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,14124
6356,Volkswagen Vento Diesel Trendline,14,225000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,10954
6357,Mahindra Bolero SLX,18,215000,105000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,15808
6358,Hyundai Xcent 1.2 CRDi E Plus,8,450000,40000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,17716
6359,Hyundai Xcent 1.2 VTVT S,8,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,25322
6360,Maruti Alto 800 LXI,10,245000,36710,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,10773
6362,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,9,620000,28180,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,26215
6364,Tata Harrier XZ BSIV,6,1700000,15000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5.0,100000
6365,Datsun GO Plus T VDC,6,590000,4000,Petrol,Individual,Manual,First Owner,19.72,1198.0,67.0,7.0,29918
6366,Maruti Ritz VDi,11,370000,30000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,15948
6367,Maruti Swift VXI,12,350000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,18817
6368,Maruti Baleno Alpha 1.2,8,580000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,27102
6369,Hyundai Grand i10 1.2 Kappa Sportz BSIV,7,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,23809
6370,Hyundai i20 Active 1.2 S,8,600000,19000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,34904
6371,Ford Endeavour 2.2 Titanium AT 4X2,9,2400000,30000,Diesel,Individual,Automatic,First Owner,12.62,2198.0,158.0,7.0,190174
6372,Hyundai i20 1.2 Magna Executive,8,450000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,24193
6373,Tata Indigo CS LX (TDI) BS III,16,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,7857
6374,Maruti Eeco 5 Seater AC BSIV,6,400000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,26024
6375,Maruti Alto 800 LXI,12,185000,85000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,8135
6376,Maruti Swift AMT VXI,7,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,28409
6377,Hyundai i20 Active SX Petrol,6,700000,20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,40721
6378,Maruti Wagon R VXI Optional,8,390000,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,19015
6379,Tata Nexon 1.2 Revotron XM,7,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,36764
6380,Maruti Swift Dzire VXI,11,400000,50000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,20942
6381,Hyundai i20 1.4 CRDi Asta,14,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396.0,90.0,5.0,16521
6382,Toyota Corolla Altis 1.8 VL AT,16,400000,90000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,27529
6383,Tata Zest Revotron 1.2T XMS,6,620000,100000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,35287
6384,Ford Fiesta Classic 1.4 SXI Duratorq,17,190000,180000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0,10674
6385,Maruti Alto 800 LXI,12,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,9234
6386,Maruti Ritz VDi,13,270000,80000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0,11637
6387,Maruti Zen Std,26,45000,100000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,2601
6388,Hyundai EON D Lite Plus,11,220000,93000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,10426
6389,Mahindra Bolero 2011-2019 DI - AC BS III,11,550000,11500,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,34461
6390,Hyundai i20 Asta 1.2,12,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,20000
6391,Hyundai Santro Xing XG AT eRLX Euro II,19,95000,100000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,,0.0,,4892
6392,Mahindra Xylo D2 Maxx,10,650000,50000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,9.0,43478
6393,Honda City V MT,13,550000,120000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,5.0,32738
6394,Ford Fiesta 1.4 SXi TDCi ABS,15,225000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12640
6395,Maruti 800 Std,21,40000,57000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,2484
6396,Hyundai EON Era Plus,9,280000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,13270
6397,Ford Figo Aspire 1.5 Ti-VCT Titanium,8,570000,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499.0,110.5,5.0,33509
6398,Maruti Alto 800 LXI,8,290000,90000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5.0,11740
6399,Hyundai i20 Active 1.4 S,7,720000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,33978
6400,Ford EcoSport 1.5 TDCi Trend Plus BSIV,8,800000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,35133
6401,Hyundai i10 Era,13,265000,20000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,13377
6402,Maruti Alto LX BSIII,15,135000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,6852
6403,Ford Figo 1.5D Ambiente MT,9,350000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,13550
6404,Maruti Swift 1.3 VXi,17,200000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,10299
6405,Chevrolet Enjoy 1.3 TCDi LS 8,9,490000,80000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,8.0,26923
6406,Hyundai Verna 1.6 SX,13,450000,72000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,20161
6407,Mahindra Scorpio 1.99 S8,9,950000,50000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,61688
6408,Maruti Swift Dzire ZXi,13,355000,90000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,20285
6409,Hyundai Elite i20 Petrol Asta,6,700000,17000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,37634
6410,Mahindra Scorpio VLX 2WD BSIII,13,459999,70000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,38174
6411,Volkswagen Polo Diesel Highline 1.2L,13,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,15858
6412,Maruti Alto LX BSIII,19,85000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,4314
6413,Maruti Alto 800 LX,9,290000,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,12752
6414,Honda WR-V i-DTEC VX,6,1000000,72000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,39215
6415,Tata Indica V2 LSi,17,85000,25000,Petrol,Individual,Manual,Second Owner,16.84,1193.0,64.4,5.0,5047
6416,Maruti Alto LXI,22,65000,114000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,3299
6417,Honda City 1.5 EXI,20,75000,120000,Petrol,Individual,Manual,First Owner,13.0,1493.0,100.0,5.0,5769
6418,Skoda Octavia Ambiente 1.9 TDI MT,22,100000,250000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,5347
6419,Tata Indica Vista Terra 1.4 TDI,16,170000,55768,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,10000
6420,Hyundai Grand i10 1.2 Kappa Magna AT,8,525000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,27777
6421,Maruti Wagon R LXI,5,265000,70000,Petrol,Individual,Manual,Second Owner,21.79,998.0,67.05,5.0,12161
6422,Tata Tigor 1.2 Revotron XZ,7,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,22660
6423,Maruti Alto K10 VXI,8,250000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,10438
6424,Maruti Swift Dzire VDI,12,395000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,16880
6425,Hyundai Grand i10 Asta Option,11,375000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,19841
6426,Tata Indica Vista Aqua 1.4 TDI,16,120000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,7058
6427,Maruti Ritz VDi,14,290000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,13744
6428,Tata Tiago 1.2 Revotron XZ,8,409999,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,17197
6429,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,16,200000,30000,Petrol,Individual,Manual,First Owner,16.5,995.0,63.0,5.0,12121
6430,Skoda Rapid 1.5 TDI Ambition BSIV,7,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0,42593
6431,Maruti 800 Std,22,50000,50000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,3105
6432,Renault Duster 110PS Diesel RxZ,13,450000,100000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,23671
